subject,number,title,credits,description,prerequisites,corequisites,contact_hours,pathways
BIOL,4574,Social Behavior of Birds and Mammals,3,"This course examines origins, influences and implications of social behavior in a variety of avian and mammalian species.  Emphasis is placed on understanding group organization and dynamics in inter and intra-species situations.  Experimental data from several disciplines (e.g., genetics, physiology, biochemistry) are reviewed to demonstrate their associations with behavioral adaptive mechanisms.  Avian and mammalian species living in wild, zoo, agricultural companion and laboratory settings are discussed.",BIOL 1106 and ALS 3104 or BIOL 2004,,"(3 Lec, 3 Crd)",
BIOL,4594,"Ecology, Evolution, and Behavior Senior Seminar",3,"Review and discussion of contemporary research areas and global challenges addressed in publications in ecology, evolution, and behavior, the research process, methods for communicating science to professional and non-professional audiences, professional development for careers in ecology, evolution, and behavior, diversity and equity in the sciences.",BIOL 2704 and BIOL 2804,,"(3 Lec, 3 Crd)","1A Discourse Advanced, 11 Intercultural&Global Aware."
BIOL,4624,Microbial Genetics,3,Molecular genetics of bacteria and their associated plasmids and phages.,BIOL 2004 and ( BIOL 2604 or BIOL 2604H),,"(3 Lec, 3 Crd)",
BIOL,4634,Microbial Physiology,3,"The study of the structure, function and metabolic activities of prokaryotic microorganisms. Topics covered included cell composition and growth, metabolic unity and diversity, patterns of regulation, transport mechanisms, environmental sensing and response and cellular differentiation processes. ( BIOL 4624 is recommended, but not required.)",BIOL 2134 and ( BIOL 2604 or BIOL 2604H) and BIOL 2614,,"(3 Lec, 3 Crd)",
BIOL,4644,Microbial Molecular Genetics and Physiology Laboratory,3,"Introduction to classical and molecular methods used for the study of bacterial genetics and physiology. Laboratory exercises cover analysis of patterns of gene regulation; assay of enzymatic activities; mutagenesis followed by selection, screening, and physiological characterization of mutant strains; genome database utilization; and large scale fermentation.",BIOL 2134 and ( BIOL 2604 or BIOL 2604H) and BIOL 2614,,"(1 Lec, 6 Lab, 3 Crd)",
BIOL,4664,Virology,3,"Classification, structure, pathogenesis, host response, and replication strategies of viruses of bacteria, plants, and animals, stressing mechanisms elucidated by molecular biological techniques.",BIOL 2134 and ( BIOL 2604 or BIOL 2604H) and BIOL 2614,,"(2 Lec, 1 Lab, 3 Crd)",
BIOL,4674,Pathogenic Bacteriology,3,"Characteristics of bacteria that cause human disease, nature of infectious processes, virulence factors, epidemiology, resistance, immunization.",BIOL 2134 and ( BIOL 2604 or BIOL 2604H) and BIOL 2614,,"(3 Lec, 3 Crd)",
BIOL,4684,Microbiomes,3,"Landmark and current research on human microbiomes. Factors that influence the gut microbiome, and the role of the gut microbiome in disease. Other microbiomes of the human body. Bacteriophages and the ecology of microbiomes. Application of technologies to engineer microbiomes.",BIOL 2004 and BIOL 2604 and ( BCHM 3114 or BCHM 4115 ),,"(3 Lec, 3 Crd)",
BIOL,4704,Immunology,3,"Immunochemistry of antigens and antibodies, serological reactions, chemistry of complement, control of immunity, immune response of an intact animal.",BIOL 2134,,"(3 Lec, 3 Crd)",
BIOL,4714,Immunology Laboratory,1,Serological and immunobiological techniques used to interpret the consequences of an immune response.,BIOL 2134,BIOL 4704,"(3 Lab, 1 Crd)",
BIOL,4724,Pathogenic Bacteriology Lab,2,Microbiological techniques used to identify and characterize bacteria that cause infectious disease.,BIOL 2134 and ( BIOL 2604 or BIOL 2604H) and BIOL 2614,BIOL 4674,"(4 Lab, 2 Crd)",
BIOL,4734,Inflammation Biology,3,"Cellular and molecular pathways controlling human responses to inflammatory challenges.  Regulation of immune cells during inflammation. Interaction of host cells and tissues with environmental risk factors that cause inflammation. Pathogenesis of inflammatory diseases including cardiovascular diseases, diabetes, multi-organ failure, aging, neurological diseases and sepsis. Therapeutic intervention of inflammatory diseases.",BIOL 2134,,"(3 Lec, 3 Crd)",
BIOL,4774,Molecular Biology Lab,3,"An introduction to recombinant DNA methods, including restriction endonuclease digestion, gel electrophoresis, cloning, Southern blotting, polymerase chain reaction, sequencing and analysis of reporter gene expression in transgenic organisms. BIOL 3774 may be taken as a corequisite with 4774.",BIOL 3774,,"(1 Lec, 6 Lab, 3 Crd)",
BIOL,4804,Prokaryotic Diversity,3,"The study of the vast array of physiological, morphological, and behavioral properties of prokaryotes.  Topics include: modern prokaryotic classification, prokaryotic diversity, relationship and importance to cell and molecular biology and biochemistry, application and use in industry and agriculture, and to the maintenance of the biosphere. Must have pre-requisites or consent of the instructor.",( BIOL 2604 or BIOL 2604H) and BIOL 2614 and (BIOL 3124 or BIOL 4634 or BCHM 3114 ),,"(3 Lec, 3 Crd)",
BIOL,4824,Bioinformatics Methods,3,"Application of bioinformatics methods in biological research. Methods to access bioinformatics data. Theory and methods for analysis of DNA sequences, and analysis of complex data sets including whole genome sequences and gene expression data. Use of standard bioinformatics software and databases.",BIOL 2134,,"(2 Lec, 3 Lab, 3 Crd)",
BIOL,4834,Practical Analysis of Protein Structure and Function,3,"Application of biophysical and biomechanical methods to characterization of protein structure and function, macromolecular interactions and conformational changes. Strategies, experimental design, practical considerations, troubleshooting, data analysis.",BIOL 2134 and ( CHEM 2536 or CHEM 2566 ) and ( PHYS 2206 or PHYS 2306 ),,"(2 Lec, 3 Lab, 3 Crd)",
BIOL,4844,Proteomics and Biological Mass Spectrometry,3,"Introduction to mass spectrometry (MS) instrumentation and advanced proteomic methods for systems biology applications. Peptide mass fingerprinting, tandem MS, quantitation, phospho/glyco proteomics, and bioinformatics tools for evaluation and interpretation of mass spectrometry data.",BIOL 2134 and CHEM 2535 and PHYS 2205,,"(3 Lec, 3 Crd)",
BIOL,4854,Cytogenetics,3,"Structure and function of eukaryotic chromosomes, with emphasis on (i) use of model systems to study specific chromosome substructures or functions; (ii) techniques used to identify and classify both normal and aberrant chromosomes; and (iii) diseases caused by defective chromosome structure and/or function.",BIOL 2134,,"(3 Lec, 3 Crd)",
BIOL,4864,Clinical Biology,3,"Biological basis, development and symptoms of selected human diseases. Pharmacological approaches to treating disease. Review and interpretation of clinical cases. Approaches to working with patients: the interview, physical examination and clinical history. Use of diagnostic tests and treatments. Clinical trials of potential therapeutic interventions.",BIOL 2134 and ( BCHM 3114 or BCHM 4115 ),,"(3 Lec, 3 Crd)",
BIOL,4874,Cancer Biology,3,"The molecular and cellular basis of cancer, including viral and cellular oncogenes, tumor suppression mechanics, cellular immortality, genomic integrity, angiogenesis, metastasis, and traditional and developing therapies.",BIOL 2134,,"(3 Lec, 3 Crd)",
BIOL,4884,Cell Biology,3,"Advanced study of the inner workings of eukaryotic cells, including membrane structure and function, protein secretion, the cytoskeleton, cell cycle control and intercellular communication.",BIOL 3774 or BCHM 4116,,"(3 Lec, 3 Crd)",
BIOL,4964,Field Study,1-19,,,,Variable credit course,
BIOL,4974,Independent Study,1-19,,,,Variable credit course,
BIOL,4974H,Independent Study,1-19,Honors section.,,,Variable credit course,
BIOL,4984,Special Study,1-19,,,,Variable credit course,
BIOL,4994,Undergraduate Research,1-19,,,,Variable credit course,
BIOL,4994H,Undergraduate Research,1-19,Honors section.,,,Variable credit course,
BIOL,2984,Special Study,1-18,,,,"(1-18 Lec, 1-18 Crd)",4 Reasoning in Natural Sci.
BIT,1984,Special Study,1-19,,,,Variable credit course,
BIT,2104,Careers in Business Information Technology,1,Career opportunities and job search strategies in the business information technology and operations fields with reference to the BIT courses that best help the student identify a career in his/her selected field. Includes career skills development and resume writing. Pass/Fail only.,,,"(1 Lec, 1 Crd)",
BIT,2164,Foundations of Contemporary Security Environments,3,"Introduction to multiple analytical perspectives on contemporary security environments, including political, legal, ethical, technical, environmental and historical and cultural perspectives relative to the conception, design and implementation of security solutions, practices, and policies. Emphasizes applying and analyzing the effectiveness of diverse procedures, tools and policies used in security and privacy solutions, decision-making, risk management and operational policy to mitigate local, national, international and global threats.",,,"(3 Lec, 3 Crd)","3 Reasoning in Social Sciences, 5F Quant & Comp Thnk Found., 11 Intercultural&Global Aware."
BIT,2405,"Introduction to Business Statistics, Analytics,  and  Modeling",3,"Introduction to basic statistical (inference) tools, analytics techniques, and modeling necessary in managerial decision-making. The decision-making aspect of the course, while utilizing quantitative/computational thinking, will emphasize ethical reasoning. Topics include, but are not limited to, descriptive statistics, elementary probability theory, sampling and sampling distributions, portfolio management, hypothesis testing, regression analysis, analysis of variance, big data, and data analytics.",MATH 1524 or ( MATH 1225 and MATH 1226 ),,"(3 Lec, 3 Crd)","5F Quant & Comp Thnk Found., 10 Ethical Reasoning"
BIT,2406,"Introduction to Business Statistics, Analytics,  and  Modeling",3,"Overview of analytic models and solution techniques in decision science. Discussion of descriptive and predictive analytics goals and methods. In addition to overview of mathematical modeling and solution techniques, discussions will include considerations of adapting analytics methods to various global and ethical business applications. Students should develop skills and appreciation of the use of data and analytics for problem solving.",BIT 2405 or ( STAT 3005 and STAT 3006 ) or STAT 3604 or ( STAT 3615 and STAT 3616 ) or STAT 4604,,"(3 Lec, 3 Crd)","5A Quant & Comp Thnk Adv., 10 Ethical Reasoning"
